temperature_c,humidity_pct,light_norm,label
19.94,45.22,0.4694,normal
21.87,37.2,0.8971,normal
47.83,84.86,0.1253,critical
17.29,35.42,0.4571,normal
35.42,68.19,0.1974,warning
34.94,76.27,0.4016,warning
34.41,74.02,0.2411,warning
32.93,74.53,0.3986,warning
22.14,41.41,0.7086,normal
33.5,74.02,0.2346,warning
27.1,48.12,0.7164,normal
34.23,73.52,0.2573,warning
46.49,89.77,0.1427,critical
21.19,59.87,0.4767,normal
22.07,33.92,0.983,normal
45.47,87.84,0.1629,critical
21.9,45.39,0.8749,normal
25.12,60.77,0.5984,normal
15.3,39.91,0.5386,normal
48.59,94.54,0.3541,critical
27.31,58.81,0.9249,normal
24.06,36.37,0.8497,normal
51.46,100.0,0.2065,critical
33.42,67.81,0.5651,warning
42.19,97.36,0.1356,critical
30.23,82.57,0.3155,warning
27.34,39.06,0.602,normal
47.41,96.64,0.03,critical
25.24,61.5,0.6734,normal
34.56,72.39,0.5352,warning
35.92,86.15,0.3126,critical
23.52,52.32,0.5539,normal
48.17,88.81,0.112,critical
20.87,53.27,0.4665,normal
22.42,42.35,0.6576,normal
33.77,85.22,0.4251,critical
34.98,76.99,0.3844,warning
29.67,54.87,0.6106,normal
27.56,32.54,0.4338,normal
30.12,82.17,0.576,warning
41.75,95.4,0.2024,critical
21.34,70.35,0.7937,warning
30.87,70.06,0.4705,warning
34.18,84.27,0.104,warning
24.0,43.39,0.4528,normal
20.74,52.3,0.6023,normal
20.28,51.04,0.6528,normal
16.63,33.25,0.6522,normal
38.18,79.17,0.5587,warning
52.04,86.0,0.0798,critical
20.34,57.69,0.9977,normal
29.35,75.67,0.3381,warning
21.8,52.75,0.4512,normal
40.38,91.34,0.1281,critical
37.99,76.33,0.2901,warning
36.62,73.16,0.3151,warning
33.01,75.28,0.534,warning
27.8,45.55,0.5254,normal
33.18,73.43,0.1346,warning
43.21,92.36,0.2849,critical
25.37,41.18,0.7853,normal
21.55,68.81,0.4101,normal
36.24,72.35,0.4766,warning
23.9,57.97,0.6224,normal
15.96,52.34,0.4544,normal
20.77,41.16,0.8004,normal
33.67,75.45,0.4915,warning
33.01,73.85,0.434,warning
19.37,44.09,0.9911,normal
28.11,43.83,0.8289,normal
33.3,77.61,0.3293,warning
26.8,65.98,0.4238,normal
26.01,48.08,0.6884,normal
37.28,75.13,0.5163,warning
49.08,93.88,0.3878,critical
24.3,54.04,0.9864,normal
17.59,56.04,0.458,normal
32.01,78.22,0.5762,warning
37.87,73.84,0.1072,warning
46.28,89.17,0.3587,critical
13.95,49.74,0.8046,normal
43.38,85.56,0.1642,critical
31.75,80.01,0.3616,warning
46.19,87.56,0.0703,critical
32.31,76.36,0.3974,warning
18.22,47.4,0.8993,normal
32.79,70.03,0.2416,warning
39.38,82.19,0.3428,warning
29.24,49.47,0.4175,normal
18.74,38.82,0.6173,normal
15.32,50.38,0.9527,normal
25.51,56.35,0.7278,normal
25.24,51.68,0.6234,normal
34.56,80.43,0.2905,warning
23.51,60.61,0.4309,normal
40.51,72.76,0.3065,critical
36.0,67.95,0.4706,warning
25.87,50.46,0.4956,normal
32.71,85.06,0.2322,critical
49.76,82.44,0.1659,critical
34.34,85.72,0.3073,critical
35.72,75.28,0.2872,warning
25.01,33.08,0.74,normal
30.13,85.88,0.5964,critical
22.55,76.91,0.4752,warning
17.37,35.2,0.8709,normal
32.61,73.77,0.4181,warning
24.45,49.12,0.9377,normal
17.74,48.84,0.4147,normal
23.5,38.76,0.7604,normal
23.65,31.2,0.7578,normal
33.76,81.33,0.5744,warning
34.38,77.12,0.3187,warning
18.3,40.29,0.3681,normal
19.63,28.29,0.4012,normal
17.13,61.09,0.4349,normal
16.59,54.05,0.5828,normal
22.55,71.32,0.543,warning
19.07,48.34,0.857,normal
35.16,66.64,0.4296,warning
20.54,73.09,0.7578,warning
31.45,69.97,0.1517,warning
30.09,76.71,0.1535,warning
20.28,70.77,0.4103,warning
18.21,50.34,0.8949,normal
31.3,78.68,0.111,warning
31.06,61.28,0.3996,warning
20.51,41.04,0.5538,normal
28.1,40.09,0.4669,normal
24.5,50.4,0.7187,normal
21.21,48.43,0.9843,normal
26.6,49.55,0.7491,normal
19.75,48.31,0.8321,normal
24.34,47.09,0.3692,normal
26.74,51.73,0.449,normal
23.32,46.33,0.491,normal
44.68,93.11,0.2911,critical
24.93,47.09,0.663,normal
36.66,73.66,0.3757,warning
32.64,82.95,0.3479,warning
30.98,74.6,0.1965,warning
36.13,81.75,0.5437,warning
45.22,94.9,0.2335,critical
22.36,41.4,0.8662,normal
26.43,46.69,0.9239,normal
29.59,78.82,0.5079,warning
42.08,85.23,0.1717,critical
31.35,73.02,0.4163,warning
35.67,76.19,0.1169,warning
40.69,89.53,0.1174,critical
36.0,68.62,0.5826,warning
21.41,51.97,0.4669,normal
18.88,65.88,0.5825,normal
27.25,56.45,0.5918,normal
46.38,87.49,0.1274,critical
36.67,75.31,0.3327,warning
24.4,29.46,0.7151,normal
41.91,94.47,0.2109,critical
24.58,54.86,0.7451,normal
38.42,68.37,0.1374,warning
36.45,71.73,0.4781,warning
20.55,58.0,0.4781,normal
23.53,38.89,0.9937,normal
44.19,91.22,0.0685,critical
44.17,94.35,0.2306,critical
33.06,82.01,0.5281,warning
40.59,74.17,0.2422,critical
48.21,85.74,0.3583,critical
46.98,89.3,0.2579,critical
35.22,75.94,0.5013,warning
21.46,42.1,0.8399,normal
30.9,78.74,0.2566,warning
18.96,43.52,0.8027,normal
14.54,55.47,0.9786,normal
36.1,78.34,0.409,warning
47.23,90.29,0.0042,critical
48.79,92.71,0.275,critical
19.75,52.4,0.4743,normal
36.35,72.24,0.5514,warning
31.31,48.47,0.9142,warning
33.68,83.75,0.1554,warning
35.12,74.36,0.2647,warning
29.83,69.05,0.235,normal
23.05,54.78,0.6495,normal
27.58,64.18,0.8395,normal
53.92,81.58,0.1653,critical
32.55,75.84,0.3638,warning
30.1,71.54,0.5882,warning
43.17,97.29,0.0903,critical
33.78,79.18,0.1414,warning
28.31,71.35,0.4297,warning
45.75,86.62,0.0312,critical
23.39,49.38,0.3585,normal
47.56,99.03,0.0752,critical
24.17,54.18,0.7338,normal
38.21,88.29,0.3042,critical
20.33,60.18,0.4501,normal
13.14,49.37,0.4922,normal
14.88,70.53,0.9141,warning
15.06,48.53,0.4722,normal
33.69,77.95,0.2536,warning
49.95,84.72,0.0589,critical
37.53,69.2,0.2203,warning
48.02,88.01,0.0114,critical
32.27,70.33,0.2328,warning
47.5,89.07,0.1726,critical
24.76,59.58,0.6802,normal
25.01,52.62,0.4136,normal
42.14,83.48,0.169,critical
33.17,79.88,0.397,warning
30.56,73.92,0.3168,warning
32.19,68.45,0.5795,warning
34.19,76.62,0.1178,warning
45.85,91.84,0.0404,critical
34.62,81.88,0.4579,warning
44.56,91.45,0.2936,critical
24.3,44.57,0.4837,normal
34.62,70.49,0.244,warning
16.65,40.74,0.4113,normal
15.79,49.68,0.6599,normal
31.77,85.24,0.2193,critical
21.4,53.48,0.4718,normal
23.79,46.75,0.3583,normal
31.33,75.72,0.1888,warning
21.86,53.99,0.7915,normal
25.24,39.29,0.9802,normal
17.99,44.22,0.5109,normal
38.29,80.86,0.3836,warning
29.58,48.86,0.6914,normal
23.12,54.89,0.411,normal
19.8,65.37,0.6442,normal
33.13,59.93,0.2287,warning
42.21,90.4,0.0054,critical
42.22,96.29,0.3565,critical
34.91,65.26,0.5511,warning
20.39,47.23,0.7958,normal
45.89,88.99,0.3915,critical
25.63,38.48,0.4421,normal
19.01,50.1,0.8317,normal
25.72,48.42,0.8338,normal
36.58,86.68,0.4194,critical
40.0,72.79,0.4394,warning
25.52,43.54,0.9729,normal
18.9,48.68,0.7914,normal
49.04,86.78,0.1669,critical
36.58,74.84,0.1205,warning
42.36,89.42,0.2449,critical
17.97,54.47,0.9793,normal
22.87,42.04,0.9802,normal
39.92,90.05,0.1865,critical
38.59,85.56,0.4119,critical
20.26,42.7,0.5374,normal
34.16,74.16,0.1205,warning
20.9,63.12,0.3846,normal
44.54,94.98,0.2641,critical
49.04,90.02,0.1401,critical
44.36,99.68,0.2661,critical
46.27,87.12,0.0344,critical
20.28,82.89,0.4779,warning
44.59,88.95,0.0875,critical
18.31,51.57,0.8776,normal
19.27,42.05,0.9785,normal
24.54,54.5,0.5463,normal
20.08,61.96,0.7913,normal
19.69,61.8,0.7942,normal
34.51,77.57,0.3771,warning
21.47,54.01,0.7183,normal
31.39,70.47,0.288,warning
36.29,71.23,0.1693,warning
18.76,53.09,0.9577,normal
20.95,39.07,0.628,normal
31.29,77.46,0.1138,warning
12.63,40.91,0.6236,normal
46.2,83.09,0.121,critical
46.22,95.98,0.0509,critical
17.02,46.53,0.5407,normal
34.1,70.01,0.3015,warning
29.26,50.68,0.9187,normal
20.7,50.83,0.3856,normal
48.79,83.65,0.1334,critical
24.71,54.76,0.663,normal
33.48,76.55,0.4702,warning
31.75,67.71,0.1265,warning
22.62,55.36,0.8313,normal
19.16,50.21,0.7892,normal
48.03,86.61,0.1244,critical
22.45,49.92,0.6652,normal
33.44,72.72,0.1,warning
20.39,46.92,0.413,normal
23.28,60.87,0.8913,normal
44.73,90.58,0.0487,critical
36.59,98.04,0.3281,critical
48.74,84.73,0.3287,critical
31.51,66.01,0.4086,warning
30.11,77.93,0.1924,warning
35.83,68.35,0.1854,warning
45.74,83.72,0.1905,critical
44.52,97.19,0.3836,critical
16.07,50.66,0.6043,normal
21.38,45.49,0.621,normal
21.15,51.08,0.6471,normal
33.59,74.71,0.2514,warning
16.82,33.28,0.7529,normal
40.31,77.88,0.5814,critical
15.72,53.21,0.53,normal
49.74,89.46,0.3423,critical
31.22,74.91,0.4531,warning
44.89,91.14,0.2624,critical
18.19,62.78,0.5705,normal
44.47,81.42,0.1113,critical
22.27,41.53,0.6061,normal
37.73,71.38,0.2883,warning
16.22,52.59,0.7244,normal
52.21,86.19,0.2102,critical
35.82,78.21,0.5776,warning
31.6,80.66,0.3019,warning
39.63,77.72,0.1796,warning
23.56,52.7,0.9573,normal
39.32,91.25,0.3925,critical
24.34,34.84,0.5038,normal
35.5,73.18,0.5462,warning
22.15,39.57,0.3918,normal
20.5,46.81,0.9004,normal
52.09,93.75,0.2426,critical
37.67,65.45,0.2606,warning
33.07,70.38,0.5944,warning
32.21,73.51,0.2262,warning
18.97,53.14,0.4808,normal
25.85,65.61,0.8756,normal
23.87,62.35,0.7589,normal
20.68,44.12,0.8765,normal
24.96,44.13,0.6152,normal
20.52,48.88,0.4704,normal
20.9,28.18,0.7675,normal
14.44,50.45,0.7207,normal
18.32,51.53,0.752,normal
19.97,48.04,0.3937,normal
42.51,92.14,0.0283,critical
28.16,58.23,0.5438,normal
24.14,54.89,0.741,normal
20.61,56.22,0.9614,normal
24.69,46.43,0.8071,normal
29.38,58.39,0.9793,normal
26.67,55.93,0.9046,normal
26.28,45.11,0.6095,normal
38.35,77.69,0.1554,warning
13.22,54.05,0.521,normal
36.68,75.85,0.2304,warning
31.41,82.33,0.1696,warning
29.33,72.63,0.5621,warning
30.81,66.22,0.2178,warning
30.72,60.75,0.9378,warning
20.02,33.7,0.373,normal
41.29,73.55,0.3991,critical
44.75,88.67,0.2206,critical
49.0,88.69,0.0167,critical
26.64,52.64,0.7727,normal
31.68,76.77,0.5249,warning
22.82,49.63,0.386,normal
47.08,80.97,0.2137,critical
25.87,38.36,0.8297,normal
20.76,48.94,0.8477,normal
44.58,85.01,0.1707,critical
36.09,79.09,0.5486,warning
49.81,89.48,0.0775,critical
33.04,75.67,0.216,warning
32.17,73.1,0.4737,warning
51.42,84.27,0.2272,critical
46.69,89.95,0.2879,critical
46.61,88.16,0.0507,critical
46.51,91.36,0.1399,critical
20.32,43.8,0.5401,normal
31.31,71.47,0.1612,warning
36.02,76.76,0.3718,warning
39.48,90.26,0.1428,critical
24.43,46.41,0.8135,normal
38.87,71.87,0.2463,warning
31.91,69.97,0.2338,warning
20.47,38.8,0.3851,normal
37.8,70.42,0.4109,warning
21.5,56.63,0.4391,normal
36.15,74.45,0.471,warning
22.94,59.36,0.8806,normal
28.94,71.49,0.8039,warning
19.41,41.11,0.4243,normal
20.95,50.02,0.5307,normal
29.8,81.23,0.1422,warning
21.0,63.49,0.672,normal
35.92,71.26,0.1222,warning
22.7,56.14,0.6302,normal
25.23,52.75,0.702,normal
21.47,51.88,0.7457,normal
29.09,35.93,0.9398,normal
23.98,37.58,0.8422,normal
17.93,65.81,0.6321,normal
29.64,78.55,0.4677,warning
47.8,90.84,0.1552,critical
20.92,35.19,0.908,normal
26.13,45.76,0.7222,normal
41.6,87.48,0.065,critical
30.35,80.61,0.5623,warning
46.47,90.64,0.3198,critical
23.61,48.72,0.5125,normal
31.38,73.79,0.2973,warning
19.17,43.71,0.7785,normal
47.48,81.07,0.2432,critical
36.76,79.56,0.2605,warning
21.77,56.25,0.6508,normal
30.87,77.07,0.5829,warning
14.34,52.39,0.4916,normal
30.82,58.51,0.5297,warning
43.33,87.23,0.0256,critical
24.91,65.41,0.5295,normal
35.06,73.09,0.4152,warning
25.35,61.06,0.3822,normal
46.84,90.92,0.2738,critical
36.53,69.94,0.121,warning
21.71,46.53,0.8145,normal
45.82,93.85,0.2714,critical
24.34,42.71,0.8169,normal
19.01,44.52,0.4004,normal
17.51,54.14,0.504,normal
44.23,94.28,0.3291,critical
17.05,57.22,0.9193,normal
24.21,56.96,0.8623,normal
19.91,58.82,0.7738,normal
26.05,77.47,0.411,warning
22.65,52.55,0.9547,normal
46.77,89.4,0.2436,critical
23.71,38.83,0.8576,normal
16.73,49.32,0.5736,normal
23.65,68.39,0.3712,normal
45.42,85.16,0.3991,critical
23.41,51.9,0.9581,normal
34.56,80.84,0.3872,warning
18.03,46.89,0.8265,normal
24.82,39.98,0.3834,normal
30.4,76.05,0.3205,warning
33.31,84.44,0.2465,warning
22.11,57.46,0.849,normal
19.15,58.41,0.8363,normal
24.22,54.93,0.8263,normal
36.08,71.76,0.276,warning
27.35,74.61,0.4267,warning
18.55,43.3,0.6223,normal
28.91,71.05,0.1626,warning
15.27,45.95,0.615,normal
44.12,88.62,0.1041,critical
21.2,58.45,0.403,normal
11.94,63.62,0.7244,normal
17.37,37.26,0.9349,normal
22.5,48.76,0.4285,normal
21.57,62.67,0.9546,normal
21.91,44.81,0.3721,normal
40.44,93.2,0.396,critical
51.41,97.42,0.3674,critical
49.08,87.35,0.1609,critical
40.09,87.24,0.0476,critical
28.84,37.15,0.7345,normal
12.47,28.55,0.3794,normal
45.74,85.33,0.1796,critical
42.33,92.96,0.3339,critical
20.89,61.04,0.4375,normal
36.08,82.79,0.5582,warning
23.54,48.38,0.9321,normal
42.8,87.34,0.2598,critical
18.88,57.39,0.6806,normal
37.81,83.67,0.0388,warning
44.93,94.37,0.2257,critical
50.21,86.04,0.3376,critical
31.63,76.96,0.2593,warning
34.73,77.5,0.507,warning
44.84,75.02,0.0843,critical
16.8,48.43,0.7501,normal
35.99,77.4,0.1593,warning
21.36,60.63,0.9255,normal
43.86,100.0,0.3955,critical
22.2,27.27,0.7832,normal
23.72,55.27,0.8952,normal
22.03,47.65,0.9367,normal
26.83,46.89,0.8693,normal
53.55,90.4,0.0103,critical
24.77,72.82,0.7213,warning
45.46,83.97,0.3324,critical
33.6,77.31,0.4532,warning
24.43,41.02,0.631,normal
21.34,69.93,0.9955,normal
45.77,87.53,0.1415,critical
28.24,58.46,0.8228,normal
43.78,95.26,0.1104,critical
42.73,85.61,0.3108,critical
33.3,70.81,0.5624,warning
27.64,79.72,0.4971,warning
31.63,83.74,0.4306,warning
34.58,74.06,0.4172,warning
24.17,50.27,0.5945,normal
38.2,72.39,0.2326,warning
50.26,97.47,0.2934,critical
45.46,93.26,0.3503,critical
53.52,87.0,0.2998,critical
23.49,50.07,0.7125,normal
34.48,78.03,0.3091,warning
21.68,59.75,0.7295,normal
19.02,41.24,0.777,normal
23.44,57.65,0.5007,normal
20.79,61.12,0.8679,normal
19.07,55.89,0.6626,normal
35.2,76.39,0.5404,warning
46.1,85.89,0.3877,critical
31.98,81.56,0.1579,warning
18.58,51.93,0.4238,normal
19.96,35.24,0.8529,normal
14.81,51.84,0.668,normal
32.13,76.92,0.2455,warning
13.61,49.01,0.8588,normal
38.79,78.2,0.2308,warning
20.36,59.08,0.6373,normal
28.68,81.56,0.2342,warning
21.5,40.97,0.882,normal
44.52,94.79,0.229,critical
23.36,55.88,0.7564,normal
27.22,45.57,0.5643,normal
45.37,89.39,0.2889,critical
46.56,87.94,0.2819,critical
27.81,41.06,0.7094,normal
19.28,40.0,0.5854,normal
34.56,77.77,0.3678,warning
35.38,72.22,0.5006,warning
25.04,45.22,0.4901,normal
21.01,26.41,0.3734,normal
31.42,52.98,0.4166,warning
18.31,56.89,0.452,normal
45.08,93.43,0.309,critical
34.04,78.99,0.1618,warning
23.24,35.74,0.4353,normal
45.81,86.04,0.034,critical
27.72,57.17,0.8456,normal
21.41,50.87,0.8897,normal
32.64,73.24,0.4679,warning
46.7,86.83,0.2423,critical
32.99,79.09,0.3562,warning
49.17,90.59,0.0811,critical
21.48,64.55,0.6564,normal
45.55,92.14,0.3868,critical
30.8,72.85,0.5538,warning
19.07,48.45,0.3612,normal
42.0,90.09,0.1491,critical
44.17,89.31,0.0896,critical
36.98,74.22,0.2161,warning
18.48,59.39,0.7678,normal
31.29,82.91,0.5879,warning
48.01,91.72,0.3459,critical
18.97,50.49,0.4419,normal
18.63,42.43,0.82,normal
32.01,73.52,0.4837,warning
21.96,58.64,0.5696,normal
35.54,78.57,0.3827,warning
33.74,75.29,0.4452,warning
22.23,32.21,0.7046,normal
19.76,63.41,0.5592,normal
20.77,38.38,0.9081,normal
47.65,89.91,0.042,critical
20.78,40.78,0.842,normal
25.49,64.14,0.458,normal
36.12,95.11,0.0156,critical
19.82,52.81,0.872,normal
39.37,90.67,0.2188,critical
43.29,92.48,0.1742,critical
19.52,71.72,0.7898,warning
16.53,48.05,0.5916,normal
33.03,72.76,0.3616,warning
35.17,81.62,0.4572,warning
42.98,89.54,0.1852,critical
30.43,41.07,0.8181,warning
23.29,45.69,0.6908,normal
22.27,48.77,0.6206,normal
46.87,91.51,0.3908,critical
21.02,55.97,0.8011,normal
42.51,88.95,0.0244,critical
32.28,75.57,0.2752,warning
19.33,47.4,0.7587,normal
24.88,46.49,0.8835,normal
25.58,40.23,0.5487,normal
19.12,42.84,0.5156,normal
16.32,46.26,0.4004,normal
25.73,63.25,0.532,normal
45.85,92.32,0.3188,critical
16.18,41.11,0.5646,normal
22.74,36.73,0.5302,normal
36.14,65.52,0.4342,warning
32.21,75.5,0.4917,warning
35.31,74.85,0.5017,warning
47.45,92.39,0.3498,critical
18.22,69.06,0.3839,normal
30.78,74.6,0.4324,warning
32.35,80.21,0.1586,warning
31.29,73.2,0.2928,warning
31.44,75.69,0.361,warning
13.86,46.03,0.8974,normal
31.27,43.32,0.8918,warning
20.16,31.42,0.7143,normal
38.96,90.55,0.2741,critical
18.0,46.19,0.5763,normal
36.83,75.76,0.333,warning
42.89,82.92,0.0855,critical
24.2,68.56,0.5697,normal
20.14,54.23,0.836,normal
26.31,50.72,0.6919,normal
25.45,50.3,0.4112,normal
43.92,92.81,0.3686,critical
33.39,74.19,0.2375,warning
33.11,75.2,0.4477,warning
21.89,64.01,0.9812,normal
25.55,32.13,0.9529,normal
38.24,74.88,0.3452,warning
37.96,91.69,0.3002,critical
34.3,73.69,0.1144,warning
35.36,73.22,0.4681,warning
35.1,73.07,0.3098,warning
46.77,88.6,0.255,critical
23.67,51.73,0.7037,normal
35.96,74.66,0.407,warning
29.58,51.99,0.9013,normal
19.45,64.37,0.9387,normal
37.78,83.76,0.2065,warning
49.78,88.15,0.3351,critical
33.47,73.4,0.5125,warning
15.54,49.85,0.4046,normal
18.99,52.8,0.4791,normal
32.15,74.89,0.4734,warning
46.17,89.66,0.1095,critical
19.84,57.37,0.7193,normal
32.72,68.9,0.3315,warning
23.3,52.91,0.8242,normal
35.58,81.15,0.5829,warning
34.55,66.23,0.2088,warning
20.84,52.92,0.8208,normal
46.16,99.53,0.2569,critical
24.12,46.22,0.8413,normal
22.89,52.45,0.8088,normal
22.96,54.95,0.5551,normal
22.39,56.38,0.9243,normal
23.48,57.5,0.8034,normal
21.58,61.55,0.7262,normal
18.66,61.65,0.6423,normal
30.15,68.08,0.1184,warning
35.5,70.75,0.369,warning
23.52,65.09,0.5755,normal
24.66,33.45,0.4848,normal
20.53,38.75,0.8894,normal
46.48,87.9,0.3094,critical
21.77,61.21,0.3704,normal
50.39,94.86,0.0746,critical
36.55,80.12,0.2861,warning
18.16,59.25,0.372,normal
44.3,83.28,0.3477,critical
26.18,50.52,0.5676,normal
20.9,46.32,0.9435,normal
20.45,60.52,0.471,normal
53.21,91.24,0.1826,critical
18.2,45.09,0.6096,normal
35.15,71.71,0.2866,warning
42.84,96.41,0.1201,critical
54.06,88.13,0.3053,critical
49.86,86.53,0.1684,critical
35.12,62.73,0.3004,warning
26.72,52.14,0.9495,normal
39.88,66.53,0.5714,warning
25.41,75.41,0.8387,warning
24.47,56.56,0.9739,normal
25.38,48.41,0.8478,normal
47.41,84.75,0.0661,critical
48.26,90.01,0.3532,critical
21.48,53.88,0.5035,normal
46.5,92.08,0.0979,critical
18.92,32.27,0.5933,normal
18.36,51.3,0.656,normal
43.6,82.86,0.3651,critical
18.3,33.56,0.809,normal
34.11,72.76,0.1643,warning
22.18,44.66,0.8526,normal
27.94,38.93,0.8247,normal
18.44,54.57,0.3966,normal
39.45,90.6,0.2346,critical
22.97,63.48,0.8491,normal
19.52,56.68,0.8851,normal
30.15,69.66,0.5573,warning
20.67,45.68,0.4722,normal
47.03,95.19,0.1358,critical
19.61,41.32,0.5352,normal
40.38,96.06,0.0139,critical
26.05,47.3,0.4563,normal
31.65,66.36,0.3325,warning
51.29,93.78,0.0406,critical
37.51,68.14,0.1061,warning
32.35,80.93,0.292,warning
41.57,91.62,0.384,critical
16.4,59.95,0.5469,normal
21.69,64.16,0.7424,normal
23.42,39.65,0.5923,normal
18.44,51.49,0.6978,normal
41.36,96.59,0.3923,critical
18.14,48.05,0.7886,normal
35.59,78.67,0.5671,warning
32.32,73.22,0.5064,warning
21.38,39.09,0.3816,normal
21.6,54.99,0.6683,normal
29.78,82.77,0.4432,warning
21.95,59.07,0.5425,normal
24.11,38.65,0.4662,normal
21.53,51.47,0.561,normal
31.35,69.92,0.2786,warning
28.38,53.74,0.5116,normal
47.54,91.12,0.2907,critical
19.15,42.13,0.5286,normal
38.51,73.66,0.2221,warning
36.6,66.56,0.4663,warning
41.62,89.18,0.0306,critical
20.43,54.04,0.9849,normal
40.64,82.13,0.1528,critical
23.61,49.5,0.9528,normal
45.98,84.76,0.009,critical
36.2,73.82,0.4264,warning
27.65,37.22,0.6317,normal
35.46,77.18,0.2305,warning
20.42,61.35,0.9053,normal
22.28,67.9,0.5933,normal
29.0,76.43,0.3185,warning
45.86,81.32,0.1107,critical
19.42,38.0,0.9413,normal
32.96,71.41,0.3036,warning
26.11,51.21,0.4343,normal
21.42,63.44,0.9843,normal
20.83,56.43,0.3617,normal
33.51,76.62,0.2439,warning
32.67,65.9,0.394,warning
19.63,43.31,0.6029,normal
34.43,74.66,0.2703,warning
43.53,94.46,0.1848,critical
21.87,43.13,0.8035,normal
20.57,43.2,0.371,normal
38.71,64.51,0.4157,warning
42.59,88.27,0.083,critical
25.82,49.09,0.5397,normal
19.61,63.74,0.3692,normal
44.29,87.87,0.1407,critical
24.97,81.9,0.1117,warning
27.03,47.88,0.669,normal
22.86,72.44,0.4356,warning
15.91,37.86,0.413,normal
35.85,90.26,0.3854,critical
34.77,77.65,0.4888,warning
45.61,84.96,0.1634,critical
22.03,39.59,0.7395,normal
44.39,94.31,0.0423,critical
29.61,33.18,0.8451,normal
43.95,95.64,0.1569,critical
36.22,70.48,0.332,warning
24.01,40.3,0.9505,normal
35.09,78.71,0.3663,warning
32.31,79.82,0.1861,warning
36.46,72.3,0.4266,warning
26.06,48.34,0.7637,normal
20.4,46.29,0.7529,normal
27.41,49.91,0.8259,normal
36.51,73.51,0.225,warning
17.9,45.23,0.4091,normal
30.61,81.0,0.5418,warning
19.13,39.56,0.9112,normal
23.4,45.21,0.5899,normal
23.75,45.6,0.9591,normal
25.11,45.81,0.5404,normal
48.15,87.9,0.1845,critical
46.17,96.8,0.3959,critical
25.11,24.3,0.6751,normal
26.17,58.75,0.5653,normal
35.55,73.58,0.3311,warning
22.46,49.73,0.371,normal
31.33,66.0,0.5978,warning
46.99,88.55,0.1668,critical
45.6,97.92,0.0484,critical
34.72,67.88,0.3671,warning
37.4,75.85,0.463,warning
33.19,79.86,0.5112,warning
34.34,70.28,0.4583,warning
40.22,89.47,0.1714,critical
35.2,76.97,0.2312,warning
49.05,82.55,0.0447,critical
35.51,79.51,0.2699,warning
38.57,70.37,0.205,warning
26.7,58.21,0.3981,normal
25.75,43.12,0.5091,normal
21.79,58.35,0.639,normal
23.44,34.92,0.7194,normal
29.79,70.27,0.174,warning
21.32,56.86,0.5911,normal
43.84,93.15,0.3779,critical
25.09,61.89,0.6589,normal
18.89,53.08,0.8334,normal
21.24,44.7,0.54,normal
41.75,94.73,0.0112,critical
34.61,79.13,0.3921,warning
21.62,65.95,0.8345,normal
26.08,49.75,0.752,normal
23.76,58.06,0.4513,normal
35.57,71.53,0.2872,warning
49.06,85.69,0.0676,critical
19.55,49.02,0.9331,normal
31.65,52.16,0.5725,warning
20.96,56.64,0.5309,normal
23.24,32.63,0.7725,normal
19.25,58.7,0.9433,normal
52.37,84.68,0.3383,critical
47.01,84.04,0.0913,critical
23.74,64.12,0.609,normal
48.91,92.6,0.0269,critical
41.33,87.97,0.2965,critical
53.39,80.48,0.0224,critical
43.24,88.46,0.1024,critical
33.7,67.37,0.4254,warning
22.19,65.29,0.6464,normal
27.31,53.43,0.7088,normal
24.18,53.53,0.89,normal
29.96,58.42,0.6897,normal
36.0,76.34,0.3928,warning
31.08,72.27,0.3685,warning
34.52,70.7,0.417,warning
22.66,54.7,0.4042,normal
35.22,80.91,0.2075,warning
16.82,51.04,0.7281,normal
23.25,46.28,0.9262,normal
22.45,43.51,0.8737,normal
18.68,42.73,0.3503,normal
46.16,83.22,0.197,critical
48.12,95.33,0.2057,critical
25.22,47.46,0.9137,normal
34.01,79.01,0.3806,warning
20.44,60.04,0.9852,normal
26.36,46.13,0.5575,normal
26.45,48.19,0.456,normal
25.9,54.26,0.548,normal
36.9,72.55,0.4189,warning
43.53,89.24,0.3115,critical
46.22,86.55,0.2007,critical
19.91,61.12,0.4169,normal
20.3,63.04,0.7212,normal
23.32,54.82,0.8482,normal
35.31,65.47,0.4051,warning
51.52,100.0,0.3925,critical
17.98,35.51,0.8568,normal
20.87,73.07,0.6568,warning
24.11,43.32,0.4442,normal
20.12,58.08,0.8344,normal
18.0,53.27,0.6058,normal
29.59,79.22,0.302,warning
36.75,74.09,0.5027,warning
52.74,88.66,0.0078,critical
21.23,43.44,0.8158,normal
44.93,94.64,0.1287,critical
34.68,70.71,0.38,warning
22.87,56.61,0.6769,normal
23.18,46.27,0.508,normal
19.91,60.17,0.8188,normal
11.54,55.01,0.3799,normal
18.71,37.15,0.9408,normal
18.77,50.66,0.7444,normal
20.69,53.27,0.7658,normal
45.37,94.74,0.3694,critical
23.65,53.45,0.8374,normal
18.88,65.42,0.619,normal
23.32,54.66,0.5443,normal
22.53,54.08,0.5094,normal
29.43,71.26,0.2304,warning
31.56,74.2,0.1109,warning
46.21,88.14,0.3144,critical
21.17,41.57,0.9047,normal
49.6,86.95,0.3538,critical
47.81,95.15,0.1843,critical
43.0,96.52,0.2816,critical
33.83,83.29,0.1116,warning
